# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                3                4                5                6                7                8                9
#           Crank     Cycle_Number        PISO_Iter        Pres_Iter       Ustar_Iter      Energy_Iter     Density_Iter  Turbulence_Iter     Species_Iter
#           (DEG)           (none)           (none)           (none)           (none)           (none)           (none)           (none)           (none)
#
    9.9296018e+02            24494                7               58                7               11               11                3               28
    9.9306413e+02            24495                7               57                7               11               11                3               28
    9.9316964e+02            24496                7               58                7               11               11                3               28
    9.9329961e+02            24497                8               79                9               13               13                3               28
    9.9340424e+02            24498                6               48                7                9                9                3               28
    9.9350876e+02            24499                7               57                7               11               11                3               28
    9.9361508e+02            24500                7               58                7               11               11                3               28
    9.9372538e+02            24501                7               60                7               11               11                3               28
    9.9383000e+02            24502                6               48                7                9                9                3               28
    9.9393630e+02            24503                6               49                7                9                9                3               28
    9.9404250e+02            24504                7               56                7               11               11                3               28
    9.9414700e+02            24505                7               56                7               11               11                3               28
    9.9425137e+02            24506                6               48                7                9                9                3               28
    9.9435564e+02            24507                7               58                7               11               11                3               28
    9.9447302e+02            24508                7               64                8               11               11                3               28
    9.9457729e+02            24509                6               47                7                9                9                3               28
    9.9468146e+02            24510                6               48                7                9                9                3               28
    9.9478776e+02            24511                6               48                7                9                9                3               28
    9.9489199e+02            24512                7               56                7               11               11                3               28
    9.9500275e+02            24513                6               49                7                9                9                3               28
    9.9510701e+02            24514                7               57                7               11               11                3               28
    9.9521116e+02            24515                7               54                7               11               11                3               28
    9.9531752e+02            24516                6               49                7                9                9                3               28
    9.9542206e+02            24517                6               49                7                9                9                3               28
    9.9553250e+02            24518                7               60                7               11               11                3               28
    9.9564306e+02            24519                7               60                7               11               11                3               28
    9.9574759e+02            24520                6               49                7                9                9                3               28
    9.9585837e+02            24521                7               61                7               11               11                3               28
    9.9596288e+02            24522                6               49                7                9                9                3               28
    9.9606728e+02            24523                6               48                7                9                9                3               28
    9.9617157e+02            24524                6               49                7                9                9                3               28
    9.9628226e+02            24525                7               61                7               11               11                3               28
    9.9638867e+02            24526                7               57                7               11               11                3               28
    9.9649521e+02            24527                7               58                7               11               11                3               28
    9.9660161e+02            24528                6               50                7                9                9                3               28
    9.9670787e+02            24529                6               50                7                9                9                3               28
    9.9681419e+02            24530                6               49                7                9                9                3               28
    9.9691858e+02            24531                7               58                7               11               11                3               28
    9.9702497e+02            24532                6               49                7                9                9                3               28
    9.9712946e+02            24533                6               49                7                9                9                3               28
    9.9723577e+02            24534                6               49                7                9                9                3               28
    9.9734653e+02            24535                7               60                7               11               11                3               28
    9.9745078e+02            24536                6               49                7                9                9                3               28
    9.9755492e+02            24537                6               49                7                9                9                3               28
    9.9765897e+02            24538                6               49                7                9                9                3               28
    9.9777248e+02            24539                6               53                7                9                9                3               28
    9.9787885e+02            24540                7               58                7               11               11                3               28
    9.9798335e+02            24541                7               57                7               11               11                3               28
    9.9809404e+02            24542                6               52                7                9                9                3               28
    9.9819855e+02            24543                6               49                7                9                9                3               28
    9.9830294e+02            24544                7               57                7               11               11                3               28
    9.9840892e+02            24545                6               49                7                9                9                3               28
    9.9852021e+02            24546                7               61                7               11               11                3               28
    9.9863159e+02            24547                6               52                7                9                9                3               28
    9.9873806e+02            24548                6               50                7                9                9                3               28
    9.9884447e+02            24549                7               58                7               11               11                3               28
    9.9894890e+02            24550                7               57                7               11               11                3               28
    9.9905511e+02            24551                7               58                7               11               11                3               28
    9.9915964e+02            24552                7               57                7               11               11                3               28
    9.9927034e+02            24553                7               61                7               11               11                3               28
    9.9937488e+02            24554                6               48                7                9                9                3               28
    9.9948618e+02            24555                7               61                7               11               11                3               28
    9.9959073e+02            24556                6               48                7                9                9                3               28
    9.9970145e+02            24557                6               52                7                9                9                3               28
    9.9980600e+02            24558                7               57                7               11               11                3               28
    9.9991235e+02            24559                7               58                7               11               11                3               28
    1.0000186e+03            24560                7               57                7               11               11                3               28
    1.0001293e+03            24561                7               62                7               11               11                3               28
    1.0002358e+03            24562                7               57                7               11               11                3               28
    1.0003465e+03            24563                7               62                7               11               11                3               28
    1.0004599e+03            24564                6               52                7                9                9                3               28
    1.0005664e+03            24565                7               58                7               11               11                3               28
    1.0006772e+03            24566                7               60                7               11               11                3               28
    1.0007838e+03            24567                7               57                7               11               11                3               28
    1.0008902e+03            24568                7               58                7               11               11                3               28
    1.0010010e+03            24569                7               61                7               11               11                3               28
    1.0011056e+03            24570                7               57                7               11               11                3               28
    1.0012101e+03            24571                7               57                7               11               11                3               28
    1.0013209e+03            24572                7               62                7               11               11                3               28
    1.0014255e+03            24573                7               58                7               11               11                3               28
    1.0015363e+03            24574                7               60                7               11               11                3               28
    1.0016472e+03            24575                7               62                7               11               11                3               28
    1.0017604e+03            24576                7               63                7               11               11                3               28
    1.0018667e+03            24577                7               59                7               11               11                3               28
    1.0019714e+03            24578                7               57                7               11               11                3               28
    1.0020776e+03            24579                7               58                7               11               11                3               28
    1.0021840e+03            24580                7               58                7               11               11                3               28
    1.0022954e+03            24581                7               62                7               11               11                3               28
    1.0024001e+03            24582                7               57                7               11               11                3               28
    1.0025117e+03            24583                7               61                7               11               11                3               28
    1.0026183e+03            24584                7               58                7               11               11                3               28
    1.0027248e+03            24585                7               58                7               11               11                3               28
    1.0028359e+03            24586                7               62                7               11               11                3               28
    1.0029424e+03            24587                7               59                7               11               11                3               28
    1.0030471e+03            24588                7               56                7               11               11                3               28
    1.0031536e+03            24589                7               58                7               11               11                3               28
    1.0032581e+03            24590                7               58                7               11               11                3               28
    1.0033625e+03            24591                7               57                7               11               11                3               28
    1.0034668e+03            24592                7               58                7               11               11                3               28
    1.0035710e+03            24593                7               57                7               11               11                3               28
    1.0036774e+03            24594                7               59                7               11               11                3               28
    1.0037882e+03            24595                7               61                7               11               11                3               28
    1.0038945e+03            24596                7               59                7               11               11                3               28
    1.0040061e+03            24597                7               61                7               11               11                3               28
    1.0041122e+03            24598                7               58                7               11               11                3               28
    1.0042183e+03            24599                7               59                7               11               11                3               28
    1.0043247e+03            24600                7               58                7               11               11                3               28
    1.0044381e+03            24601                7               62                8               11               11                3               28
    1.0045444e+03            24602                7               59                7               11               11                3               28
    1.0046491e+03            24603                7               58                7               11               11                3               28
    1.0047536e+03            24604                7               58                7               11               11                3               28
    1.0048602e+03            24605                7               59                7               11               11                3               28
    1.0049646e+03            24606                7               58                7               11               11                3               28
    1.0050689e+03            24607                7               59                7               11               11                3               28
    1.0051731e+03            24608                7               59                7               11               11                3               28
    1.0052839e+03            24609                7               61                8               11               11                3               28
    1.0053950e+03            24610                7               60                8               11               11                3               28
    1.0055014e+03            24611                7               58                7               11               11                3               28
    1.0056122e+03            24612                7               61                8               11               11                3               28
    1.0057186e+03            24613                7               59                7               11               11                3               28
    1.0058322e+03            24614                8               73                8               13               13                3               28
    1.0059368e+03            24615                7               59                7               11               11                3               28
    1.0060412e+03            24616                7               59                8               11               11                3               28
    1.0061523e+03            24617                7               62                8               11               11                3               28
    1.0062588e+03            24618                7               59                7               11               11                3               28
    1.0063652e+03            24619                7               59                8               11               11                3               28
    1.0064765e+03            24620                7               63                8               11               11                3               28
    1.0065880e+03            24621                7               62                8               11               11                3               28
    1.0066925e+03            24622                7               59                7               11               11                3               28
    1.0067970e+03            24623                7               58                7               11               11                3               28
    1.0069077e+03            24624                6               54                8                9                9                3               28
    1.0070195e+03            24625                7               64                8               11               11                3               28
    1.0071240e+03            24626                7               59                8               11               11                3               28
    1.0072304e+03            24627                7               59                8               11               11                3               28
    1.0073367e+03            24628                7               59                8               11               11                3               28
    1.0074479e+03            24629                7               63                8               11               11                3               28
    1.0075543e+03            24630                7               59                8               11               11                3               28
    1.0076589e+03            24631                7               58                8               11               11                3               28
    1.0077703e+03            24632                7               63                8               11               11                3               28
    1.0078748e+03            24633                7               59                7               11               11                3               28
    1.0079792e+03            24634                7               59                8               11               11                3               28
    1.0080857e+03            24635                7               61                8               11               11                4               28
    1.0081903e+03            24636                7               59                8               11               11                3               28
    1.0082947e+03            24637                7               58                8               11               11                3               28
    1.0083989e+03            24638                7               59                7               11               11                3               28
    1.0085031e+03            24639                7               58                7               11               11                3               28
    1.0086145e+03            24640                7               62                8               11               11                3               28
    1.0087190e+03            24641                7               58                8               11               11                3               28
    1.0088305e+03            24642                7               63                8               11               11                3               28
    1.0089412e+03            24643                7               64                8               11               11                3               28
    1.0090475e+03            24644                7               61                8               11               11                3               28
    1.0091539e+03            24645                7               60                8               11               11                3               28
    1.0092657e+03            24646                7               63                8               11               11                3               28
    1.0093702e+03            24647                7               59                8               11               11                3               28
    1.0094766e+03            24648                7               59                8               11               11                3               28
    1.0095811e+03            24649                7               59                8               11               11                3               28
    1.0096918e+03            24650                7               63                8               11               11                3               28
    1.0098025e+03            24651                7               62                8               11               11                3               28
    1.0099090e+03            24652                7               60                8               11               11                3               28
    1.0100135e+03            24653                7               58                8               11               11                3               28
    1.0101179e+03            24654                7               61                8               11               11                3               28
    1.0102222e+03            24655                7               58                8               11               11                3               28
    1.0103280e+03            24656                7               59                8               11               11                3               28
    1.0104387e+03            24657                7               63                8               11               11                3               28
    1.0105432e+03            24658                7               59                8               11               11                3               28
    1.0106476e+03            24659                7               59                7               11               11                3               28
    1.0107586e+03            24660                7               63                8               11               11                3               28
    1.0108650e+03            24661                7               61                8               11               11                3               28
    1.0109695e+03            24662                7               59                8               11               11                3               28
    1.0110740e+03            24663                7               59                8               11               11                3               28
    1.0111783e+03            24664                7               59                8               11               11                3               28
    1.0112891e+03            24665                7               63                8               11               11                3               28
    1.0113954e+03            24666                7               62                8               11               11                3               28
    1.0115065e+03            24667                7               63                8               11               11                3               28
    1.0116176e+03            24668                7               63                8               11               11                3               28
    1.0117288e+03            24669                7               62                8               11               11                3               28
    1.0118332e+03            24670                7               59                8               11               11                3               28
    1.0119375e+03            24671                7               57                8               11               11                3               28
    1.0120437e+03            24672                7               60                8               11               11                3               28
    1.0121479e+03            24673                7               59                7               11               11                3               28
    1.0122522e+03            24674                7               59                8               11               11                3               28
    1.0123639e+03            24675                7               62                8               11               11                3               28
    1.0124746e+03            24676                7               62                8               11               11                3               28
    1.0125857e+03            24677                7               63                8               11               11                3               28
    1.0126903e+03            24678                7               59                8               11               11                3               28
    1.0127968e+03            24679                6               53                8                9                9                3               28
    1.0129033e+03            24680                7               61                8               11               11                3               28
    1.0130079e+03            24681                7               58                8               11               11                3               28
    1.0131194e+03            24682                7               63                8               11               11                3               28
    1.0132311e+03            24683                7               62                8               11               11                3               28
    1.0133357e+03            24684                7               59                8               11               11                3               28
    1.0134467e+03            24685                7               63                8               11               11                3               28
    1.0135575e+03            24686                7               63                8               11               11                3               28
    1.0136683e+03            24687                7               62                8               11               11                3               28
    1.0137791e+03            24688                7               61                8               11               11                3               28
    1.0138899e+03            24689                7               63                8               11               11                3               28
    1.0140008e+03            24690                7               62                8               11               11                3               28
    1.0141055e+03            24691                7               58                8               11               11                3               28
    1.0142119e+03            24692                7               60                8               11               11                3               28
    1.0143166e+03            24693                7               61                8               11               11                3               28
    1.0144211e+03            24694                6               49                7                9                9                3               28
    1.0145271e+03            24695                7               59                8               11               11                3               28
    1.0146331e+03            24696                7               59                8               11               11                3               28
    1.0147439e+03            24697                7               62                8               11               11                3               28
    1.0148485e+03            24698                7               58                7               11               11                3               28
    1.0149530e+03            24699                7               58                7               11               11                3               28
    1.0150591e+03            24700                7               59                8               11               11                3               28
    1.0151651e+03            24701                7               60                8               11               11                3               28
    1.0152715e+03            24702                7               60                8               11               11                3               28
    1.0153827e+03            24703                7               63                8               11               11                3               28
    1.0154870e+03            24704                6               49                8                9                9                3               28
    1.0155935e+03            24705                7               60                8               11               11                3               28
    1.0156997e+03            24706                7               61                7               11               11                3               28
    1.0158044e+03            24707                6               52                8                9                9                3               28
    1.0159106e+03            24708                7               60                7               11               11                3               28
    1.0160214e+03            24709                7               63                8               11               11                3               28
    1.0161260e+03            24710                7               58                7               11               11                3               28
    1.0162305e+03            24711                7               59                7               11               11                3               28
    1.0163349e+03            24712                7               57                7               11               11                3               28
    1.0164392e+03            24713                7               60                7               11               11                3               28
    1.0165434e+03            24714                7               60                7               11               11                3               28
    1.0166542e+03            24715                7               62                8               11               11                3               28
    1.0167588e+03            24716                7               59                7               11               11                3               28
    1.0168633e+03            24717                7               58                8               11               11                3               28
    1.0169736e+03            24718                7               62                8               11               11                3               28
    1.0170841e+03            24719                7               62                8               11               11                3               28
    1.0171980e+03            24720                7               66                8               11               11                3               28
    1.0173026e+03            24721                7               59                8               11               11                3               28
    1.0174070e+03            24722                7               61                7               11               11                3               28
    1.0175177e+03            24723                7               64                8               11               11                3               28
    1.0176221e+03            24724                7               61                7               11               11                3               28
    1.0177329e+03            24725                7               64                8               11               11                3               28
    1.0178386e+03            24726                7               60                8               11               11                3               28
    1.0179432e+03            24727                7               60                7               11               11                3               28
    1.0180477e+03            24728                6               51                8                9                9                3               28
    1.0181520e+03            24729                7               60                7               11               11                3               28
    1.0182563e+03            24730                6               51                8                9                9                3               28
    1.0183604e+03            24731                7               60                7               11               11                3               28
    1.0184773e+03            24732                7               64                8               11               11                3               28
    1.0185875e+03            24733                7               62                8               11               11                3               28
    1.0186978e+03            24734                7               64                8               11               11                3               28
    1.0188082e+03            24735                7               64                8               11               11                3               28
    1.0189127e+03            24736                7               60                8               11               11                3               28
    1.0190234e+03            24737                7               63                8               11               11                3               28
    1.0191341e+03            24738                7               63                8               11               11                3               28
    1.0192450e+03            24739                7               63                8               11               11                3               28
    1.0193495e+03            24740                7               60                7               11               11                3               28
    1.0194606e+03            24741                7               61                8               11               11                3               28
    1.0195652e+03            24742                7               60                8               11               11                3               28
    1.0196764e+03            24743                7               63                8               11               11                3               28
    1.0197809e+03            24744                6               51                8                9                9                3               28
    1.0198923e+03            24745                7               64                8               11               11                3               28
    1.0200030e+03            24746                7               63                8               11               11                3               28
    1.0201146e+03            24747                7               65                8               11               11                3               28
    1.0202262e+03            24748                7               64                8               11               11                3               28
    1.0203379e+03            24749                7               65                8               11               11                3               28
    1.0204497e+03            24750                7               65                8               11               11                3               28
    1.0205549e+03            24751                7               60                8               11               11                3               28
    1.0206600e+03            24752                7               60                8               11               11                3               28
    1.0207650e+03            24753                7               60                8               11               11                3               28
    1.0208694e+03            24754                7               60                8               11               11                3               28
    1.0209743e+03            24755                7               60                8               11               11                3               28
    1.0210789e+03            24756                7               60                8               11               11                3               28
    1.0211895e+03            24757                7               63                8               11               11                3               28
    1.0212996e+03            24758                7               63                8               11               11                3               28
    1.0214098e+03            24759                7               63                8               11               11                3               28
    1.0215202e+03            24760                7               62                8               11               11                3               28
    1.0216306e+03            24761                7               64                8               11               11                3               28
    1.0217412e+03            24762                7               64                8               11               11                3               28
    1.0218519e+03            24763                7               65                8               11               11                3               28
    1.0219626e+03            24764                7               63                8               11               11                3               28
    1.0220735e+03            24765                7               65                8               11               11                3               28
    1.0221842e+03            24766                7               63                8               11               11                3               28
    1.0222885e+03            24767                7               59                8               11               11                3               28
    1.0223997e+03            24768                7               62                8               11               11                3               28
    1.0225104e+03            24769                7               62                8               11               11                3               28
    1.0226218e+03            24770                7               63                8               11               11                3               28
    1.0227263e+03            24771                7               60                8               11               11                3               28
    1.0228370e+03            24772                7               64                8               11               11                3               28
    1.0229477e+03            24773                7               63                8               11               11                3               28
    1.0230520e+03            24774                7               60                8               11               11                3               28
    1.0231638e+03            24775                7               63                8               11               11                3               28
    1.0232689e+03            24776                7               60                8               11               11                3               28
    1.0233739e+03            24777                7               60                8               11               11                3               28
    1.0234789e+03            24778                7               60                8               11               11                3               28
    1.0235839e+03            24779                7               60                8               11               11                3               28
    1.0236887e+03            24780                7               60                8               11               11                3               28
    1.0237931e+03            24781                7               59                8               11               11                3               28
    1.0239039e+03            24782                7               63                8               11               11                3               28
    1.0240082e+03            24783                7               60                8               11               11                3               28
    1.0241124e+03            24784                6               51                8                9                9                3               28
    1.0242166e+03            24785                7               60                8               11               11                3               28
    1.0243206e+03            24786                7               60                8               11               11                3               28
